"Title","Author_URL","Author_Name","App_Version","Rating","Review","Date"
"App crashes on iPhone Xs","https://itunes.apple.com/hk/reviews/id110899467","Bar~","5.4.0","1","As title, the app crashes right after launching on iPhone Xs",2018-09-23 04:31:14
"IOS 12.0","https://itunes.apple.com/hk/reviews/id516743578","Ida Dada","5.4.0","1","update IOS 12.0 後完全用唔到，一開就跳App，請盡快跟進",2018-09-23 04:30:17
"iPhone xs max 未能開啟此app","https://itunes.apple.com/hk/reviews/id909365823","v5.4 20180923","5.4.0","1","一開就彈app",2018-09-23 04:17:55
"更新FPS不如搞左新機彈App先啦","https://itunes.apple.com/hk/reviews/id151232335","Victormahk","5.4.0","1","機都出左兩日都仲未搞掂,咁大間銀行都咁垃圾",2018-09-23 04:09:27
"ios 12彈app","https://itunes.apple.com/hk/reviews/id593275731","TedToto","5.4.0","1","彈app用不到，請跟進",2018-09-23 03:58:10
"No support for iphone xs max","https://itunes.apple.com/hk/reviews/id43337377","sjhotshot","5.4.0","1","Doesn’t support iphone xs max .. the crashes",2018-09-23 03:50:02
"Iphone xs max 彈app","https://itunes.apple.com/hk/reviews/id137622146","Poyin618","5.4.0","1","Up完一樣彈app",2018-09-23 03:39:48
"Problem!!! V5.4.0","https://itunes.apple.com/hk/reviews/id107698236","h1201","5.4.0","1","Still, keeps dropping out (iPhone XS, iOS 12) 🤦🏻‍♂️🤦🏻‍♂️🤦🏻‍♂️🤦🏻‍♂️",2018-09-23 03:37:15
"開啟後就彈出","https://itunes.apple.com/hk/reviews/id294749588","小小小鬼仔","5.4.0","1","非常差的apps，每次開啟後就自動彈出，垃圾。",2018-09-23 03:32:35
"Was fine but doesn’t work on iOS12","https://itunes.apple.com/hk/reviews/id208612096","ST184R","5.4.0","3","App crashes now",2018-09-23 03:26:03
"Doesn’t work on iPhone Xs and Xs max","https://itunes.apple.com/hk/reviews/id122304993","Sean L.S. Liaw","5.4.0","1","Doesn’t work on iPhone Xs and Xs max",2018-09-23 03:24:01
"Bugs","https://itunes.apple.com/hk/reviews/id125809417","subscriber1","5.4.0","3","App crash in iPhone XS Max iOS 12! Not supported??",2018-09-23 03:13:05
"Does not work with Xs Max","https://itunes.apple.com/hk/reviews/id123370880","Blaze_man","5.4.0","1","Even after 23/9 upgrade. I expect better from a bank.",2018-09-23 03:01:10
"Application refuses to launch in IPhone XS Max","https://itunes.apple.com/hk/reviews/id101248751","kinson.in.hk","5.4.0","3","i have been using the application with decent user experience on the iPhone 7+ running on iOS 11.x.  But I changed to iPhone XS Max running iOS 12 on September 22, 2018 and the application refuses to launch on the new phone. Now I do not have access to this application. Anyone else experienced this?",2018-09-23 03:00:52
"Can't use in iPhone Xs Max","https://itunes.apple.com/hk/reviews/id134338128","tinyau.vampire","5.4.0","1","App crashed when start in iPhone Xs Max, can't use the app at all.",2018-09-23 02:48:06
"Cannot open","https://itunes.apple.com/hk/reviews/id184229766","Estherccf","5.4.0","1","Cannot open the app with iPhone XS. Please fix.",2018-09-23 02:32:02
"彈app","https://itunes.apple.com/hk/reviews/id162387184","alanchan1666","5.3","1","彈app用唔呀，又要等，用反舊機",2018-09-23 02:19:34
"iPhone Xs max","https://itunes.apple.com/hk/reviews/id449711206","WingPunBbb","5.3","3","iPhone Xs max一開個apps就彈返出黎...可以更新一下嘛。謝謝🙏🏻",2018-09-23 01:49:11
"App crashed in iPhone XS max","https://itunes.apple.com/hk/reviews/id148555807","hklogai","5.3","1","The app cannot be opened in iPhone XS max. Even after reinstalled the app.  
Cannot use e-banking anymore.",2018-09-23 01:36:45
"ios12彈app入唔到","https://itunes.apple.com/hk/reviews/id154100098","tintinjai","5.3","1","Iphone xs max",2018-09-23 01:00:50
"Not support iphone xs mas","https://itunes.apple.com/hk/reviews/id278774371","usebb","5.3","1","Same",2018-09-22 19:25:02
"Not working on iPhone xs","https://itunes.apple.com/hk/reviews/id439403215","Salina Chu","5.3","1","Please fix it!!!!",2018-09-22 18:05:52
"iPhone XS Max app crashes","https://itunes.apple.com/hk/reviews/id139024867","Joexking","5.3","1","Can’t use the app now, please fix it",2018-09-22 17:23:56
"Cannot use in iphone xs max","https://itunes.apple.com/hk/reviews/id135547535","德昌","5.3","1","Cannot use in iphone xs max",2018-09-22 17:17:43
"Can’t open on the iPhone X","https://itunes.apple.com/hk/reviews/id434523259","Wmyuet","5.3","1","Please fix it asap",2018-09-22 17:12:04
"Crash on iPhone XS","https://itunes.apple.com/hk/reviews/id361609829","__undefined__","5.3","1","The app doesn’t work",2018-09-22 16:41:13
"垃圾","https://itunes.apple.com/hk/reviews/id886522078","JJ123456666","5.3","1","apps開都開唔到",2018-09-22 15:49:36
"Can’t use","https://itunes.apple.com/hk/reviews/id494962194","brb@@jaden","5.3","1","Can’t use on iPhone Xs max",2018-09-22 15:16:12
"更新後不停彈app","https://itunes.apple.com/hk/reviews/id130469117","Therocking","5.3","1","用xs max完全入唔到！",2018-09-22 15:01:36
"差","https://itunes.apple.com/hk/reviews/id149610485","chrislyh328","5.3","2","iOS 10.2新版本，瘋狂彈出，使用不能！",2018-09-22 14:56:39
"Not working under iOS 12 on iPhone XS Max","https://itunes.apple.com/hk/reviews/id158463422","kinwaipoon","5.3","2","This app is keep flash out on iOS 12 on XS Max, not compatible yet, please fix it.",2018-09-22 14:45:41
"Ios12 iPhone Xs Max 彈app","https://itunes.apple.com/hk/reviews/id475675204","Adam_Dai","5.3","1","Ios12 iPhone Xs Max 彈app",2018-09-22 14:20:39
"Crash immediately when using iPhone Xs Max","https://itunes.apple.com/hk/reviews/id234567777","alexman0527","5.3","1","When I try to use this app on my iPhone Xs Max, it crashes immediately. When will it be fixed?",2018-09-22 14:05:59
"Doesn’t support iPhone XS Max","https://itunes.apple.com/hk/reviews/id49312008","殷偉明","5.3","1","Don’t know what happened, cannot use this App for iPhone XS Max",2018-09-22 13:59:25
"Does not work with iPhone Xs max","https://itunes.apple.com/hk/reviews/id460523458","daifusama","5.3","1","Does not work with iPhone Xs max app close automatically",2018-09-22 11:59:21
"This app cannot be used mn XS Max","https://itunes.apple.com/hk/reviews/id178272653","leung1007","5.3","1","This app cannot be used mn XS Max",2018-09-22 11:46:23
"iPhone Xs max 開不到app","https://itunes.apple.com/hk/reviews/id787509127","rodman li","5.3","1","開唔到app
不停彈走",2018-09-22 11:44:29
"用唔到","https://itunes.apple.com/hk/reviews/id250554847","Candywewew","5.3","1","iPhone Xs max iOS 12 彈app",2018-09-22 09:44:21
"Not support ios 12","https://itunes.apple.com/hk/reviews/id108063141","blackwater1987","5.3","1","iphone Xs ios 12一開即彈",2018-09-22 08:59:20
"iphone xs max 閃退","https://itunes.apple.com/hk/reviews/id137400784","ttt340","5.3","1","轉左 iphone xs max 後 ,app 一路 閃退",2018-09-22 08:13:01
"Can’t open with iPhone XS","https://itunes.apple.com/hk/reviews/id204355706","chichidaysinga","5.3","1","Keep crashing can’t open",2018-09-22 07:49:58
"ios 12用不了","https://itunes.apple.com/hk/reviews/id108709127","motukhk18","5.3","1","一間大銀行出個咁差的app",2018-09-22 07:43:19
"IOS 12 不能用","https://itunes.apple.com/hk/reviews/id199774275","：（ sad","5.3","1","彈apps 
重新下載後一樣",2018-09-22 06:42:04
"Can’t run in IOS 12","https://itunes.apple.com/hk/reviews/id153490552","auo joe","5.3","1","如果安排喺IOS 12，根本用唔到，只會彈APP.",2018-09-22 05:28:43
"不停閃退","https://itunes.apple.com/hk/reviews/id430164908","Herapandora","5.3","1","不停閃退根本入唔到個app",2018-09-22 04:50:39
"Bug","https://itunes.apple.com/hk/reviews/id391557944","Kamie18lau","5.3","1","After renew my ios to 12 using iphone xs
I cant even open the app",2018-09-22 04:37:51
"not working on iphone xs","https://itunes.apple.com/hk/reviews/id114071881","momokofuji","5.3","1","not working on iphone xs",2018-09-22 04:18:52
