"Title","Author_URL","Author_Name","App_Version","Rating","Review","Date"
"UPI option missing","https://itunes.apple.com/in/reviews/id397702455","Sunny Salaria","2.8.0","2","I am not able to find UPI option in app.",2017-07-10 20:47:25
"App look like a browser","https://itunes.apple.com/in/reviews/id443728285","Ba saravanan","2.7.8","2","This like only a browser.. 
no future. Pls improve the app look lk another bank",2017-06-18 04:05:15
"Useless update","https://itunes.apple.com/in/reviews/id332538388","Pb1405","2.7.8","1","App not working in my iphone 4 after the update",2017-06-11 18:38:09
"OTP section touch problem","https://itunes.apple.com/in/reviews/id435121807","NitinMalik123","2.7.6","3","App has become good after frequent updates. But i face problem while doing transfers and other transactions in entering otp . The touch doesn't work properly in that section. I have to tap 3 4 times to show keyboard and enter otp.",2017-06-01 06:53:31
"Application not working","https://itunes.apple.com/in/reviews/id527597826","Tevatia13","2.7.7","1","App unable to install after last update.Please fix.",2017-05-03 06:57:08
"App is not opening","https://itunes.apple.com/in/reviews/id513172079","vikxi","2.7.7","1","After the latest update app is not even opening. I tried reinstalling it but no luck.
Try fixing it plz.",2017-05-02 01:33:04
"Very good","https://itunes.apple.com/in/reviews/id328591431","Shraddha-ja","2.7.7","5","Gr8 app.. problem with otp .. after receiving OTP ... it takes quite a long time to open next page to enter OTP",2017-04-30 18:01:37
"Super fast Super quick Touch ID feature","https://itunes.apple.com/in/reviews/id322388277","Jose6377","2.7.6","5","Super easy and best user experience",2017-04-23 11:38:17
"Unable to activate Touch ID","https://itunes.apple.com/in/reviews/id272265039","Ocserksjfj","2.7.6","1","I tried several times to activate the Touch ID but it just doesn't work..!",2017-04-22 12:40:18
"App white screen not opening on IOS 7","https://itunes.apple.com/in/reviews/id396935425","Sekarbeess","2.7.5","1","App not opening on IOS 7 from last two updates...",2017-03-27 07:53:02
"App doesn't load, white screen remains still.","https://itunes.apple.com/in/reviews/id235715362","Lijooo12","2.7.5","1","Not able to open in ios 7",2017-03-26 11:05:03
"App doesn't load on iOS 7","https://itunes.apple.com/in/reviews/id288984573","Jnksks","2.7.5","1","Upon opening the app only a blank white screen is seen.",2017-03-23 15:56:23
"Not opening on IOS7. Even not on previous version of this app","https://itunes.apple.com/in/reviews/id188131771","Bkodee","2.7.5","1","Not opening on IOS7. Even not on previous version of this app",2017-03-23 06:16:32
"iPhone 4 Users DON'T Update","https://itunes.apple.com/in/reviews/id188014328","Firdaus Mehta","2.7.3","1","iPhone 4 users Please DON'T Update.. I recently updated the app on my iPhone 4 (iOS 7.1.2) & the app stopped working :( 
I am stuck.. The developers are not bothered & not doing anything about this issue.. I complained previously also..
SCB Developers check & rectify the issue ASAP.",2017-03-05 16:04:36
"Excellent","https://itunes.apple.com/in/reviews/id527540006","Gaurav Jaidka","2.7.3","5","Best banking app ever",2017-03-04 05:04:56
"Pretty User Friendly","https://itunes.apple.com/in/reviews/id457343972","Ashish2808","2.6.5","5","Use this for quick transfers and checking latest transaction history!",2017-02-17 11:41:02
"Bugs/Issues","https://itunes.apple.com/in/reviews/id446708649","nayaksovan","2.7.1","3","There's no ""Forgot Password"" option. Have to use a laptop/desktop for it.
The calendar is also malfunctioning. The option to go to previous month is not visible. 

An option for reminders for bill payment would be handy.",2017-02-16 17:39:14
"Awesome app","https://itunes.apple.com/in/reviews/id499643620","raviteja.953","2.7.1","4","Really love the app. But need some improvements,

1. Introduce UPI Transfer in the app.

2. While making a transaction it is asking for OTP, but the OTP box would be in the top and submit will be in bottom. Why can't you change the OTP entering box to bottom near submit button.
3.An option to change ATM pin
4. An option to Change personal details like phone number, address.",2017-02-12 03:21:02
"Usage Time","https://itunes.apple.com/in/reviews/id366529609","--ENLIGHTENED--","2.7.1","4","The usage time displayed after a user logs off is always same ie 5 mins irrespective of the real usage time",2017-02-11 11:58:39
"Finally, the most awaited feature is added..","https://itunes.apple.com/in/reviews/id334921618","Nikhil Viswanath","2.7.1","4","It was a shame that the app did not support the possibility to add a new payee on the go. 

Good work in finally bringing up this feature. It works seamlessly and the interface is beautiful and flowing as always. 

Still not giving it a ""5-star rating"" because there is no option to remove existing payees. 

On the whole, still a good app with a clean UI.!!",2017-02-11 06:32:20
"Not good for credit card users","https://itunes.apple.com/in/reviews/id484696029","Virendra4040","2.6.5","1","It's has very less features for credit card. All focus on bank account. You will have to add some more features for credit card. Your credit card is too popular but you don't have something new for credit card apps. Tnx",2017-02-05 03:14:02
"Useless and totally unreliable app","https://itunes.apple.com/in/reviews/id420760273","AnkurSooraj","2.6.5","1","It takes weeks for the credit card transactions to appear in the app.",2017-02-04 19:26:29
"Worst App","https://itunes.apple.com/in/reviews/id473337863","Kaushik_tr23","2.6.5","1","The transaction on credit card is displayed from day one. It's confusing what is been used for the current bill cycle.",2017-02-01 05:12:48
"Touch ID - need more security","https://itunes.apple.com/in/reviews/id182984134","Polepalli","2.6.5","2","Good option, implemented without sufficient thinking.
We all feel that cellphone is personal but not entirely true. Many will share cell passwords with family and have Touch ID configured for spouse and in many cases for kids for various reasons. Enabling all touchid access to all touchid is a security and safety concern.
If you link it to one specific fingerprint, it makes more sense.
Till then, this is fancy option and may be used by few but not an option for many more.",2016-12-17 02:49:55
"No.1 app for banking sector","https://itunes.apple.com/in/reviews/id435862715","Vijayender","2.6.4","5","Trending app for ithrt newtworks",2016-10-13 17:45:27
"Cannot see statements in credit card","https://itunes.apple.com/in/reviews/id284868955","Nirraj Guna","2.6.4","1","I cannot see statements in credit card. It does not even show due date for the payment. Very useless after update.",2016-10-10 21:56:29
"Love the touch login but....","https://itunes.apple.com/in/reviews/id496153591","Ramjoshi1","2.6.3","1","Only when logs in. Perennially get the error message that there either no connectivity it is poor when I'm not on WiFi. This happens when I'm on 4g😳",2016-08-31 07:14:38
"Cool Fingerprint login","https://itunes.apple.com/in/reviews/id479444512","Amir_Suhail","2.6.3","5","The new finger print login is too cool. Saves a lot of time.",2016-08-29 18:58:47
"IMPS feature not available","https://itunes.apple.com/in/reviews/id149347532","mayoosekhar","2.6.3","1","Though I have installed the latest version, still IMPS option not available",2016-08-12 13:17:36
"Love it!","https://itunes.apple.com/in/reviews/id313270698","VirafHeerjee","2.6.1","5","The app's great! But iOS 10 isn't supported 🙁",2016-08-10 12:50:28
"Imps","https://itunes.apple.com/in/reviews/id258948735","Avkai","2.6.1","5","Please let us know when the Imps facility will be available with standard chartered bank .",2016-08-08 07:18:17
"Simple and Efficient","https://itunes.apple.com/in/reviews/id510660286","Critic Belief","2.6.1","5","Kudos to Standard Chartered India for this simple and error-free app to get simple tasks done.

Hope it can be made more powerful with more features and security while still keeping it simple and light.",2016-07-17 13:19:38
"Touch ID Icon is missing for iPhone 5C","https://itunes.apple.com/in/reviews/id423852922","Vimavijay","2.6","4","Please update the App for iPhone to incorporate Touch icon.",2016-07-04 20:49:32
"Needs improvement","https://itunes.apple.com/in/reviews/id479021279","Vinsyagarwa like","2.6","2","Team,
There should be a provision to view and download the past statements in the app",2016-07-02 04:46:37
"Touch ID creation failure","https://itunes.apple.com/in/reviews/id308259499","Saravanan BV","2.6","1","Trying to authenticate with Touch ID, but it's not getting enabled. I am using iPhone 5S. On the Touch ID creation getting only cancel button.

Please fix the bug.",2016-07-01 07:48:32
"Facing navigation issue from calendar view","https://itunes.apple.com/in/reviews/id498571518","Erujjwal","2.6","2","Navigate to previous month arrow is missing or can say that we can't view previous month trans from calendar.",2016-06-26 08:25:33
"Why can't we add beneficiaries from this app","https://itunes.apple.com/in/reviews/id510889015","Thummala Rajesh","2.6","3","Your app would be most appreciated if u include the feature of adding new beneficiaries instead of logging into desktop all the time.",2016-06-25 04:09:46
"Unable to use Touch ID","https://itunes.apple.com/in/reviews/id179672295","akhil schweinsteiger","2.6","1","I don't see the option to use Touch ID on my iPhone 6 iOS 8.3 .
Kindly fix this bug .",2016-06-20 18:09:39
"Touch Id","https://itunes.apple.com/in/reviews/id508306390","Sumit Nekar","2.6","4","Great addition of touch id login!",2016-06-19 19:18:16
"Include option to add beneficiaries","https://itunes.apple.com/in/reviews/id499675671","Krish4003","2.6","2","Enabling touch id is much appreciated and most welcome. However at the same time, please include the option of adding beneficiaries in mobile banking. The very purpose of mobile banking gets defeated that every time we need to login to desktop version to add beneficiaries.",2016-06-19 17:56:43
"Loved TouchID","https://itunes.apple.com/in/reviews/id445335548","Vadapalli","2.6","5","Yet to see cons of touch login but really loving this feature as I use app very often.",2016-06-19 17:30:21
"Very good","https://itunes.apple.com/in/reviews/id480173571","Newchaitan","2.6","4","Good improvements 
1) Nice UI
2) Finger Print access working smoothly 
Keep it up!!",2016-06-19 07:32:14
"Credit Card Payment","https://itunes.apple.com/in/reviews/id214443721","RAHUMAT","2.6","1","Unlike other apps of credit card you don't have any option to make payment from third party account to SCB credit card through this application.  If it's available it will easier for many users to make payment through mobile app instead of going through website.  
Hope you will include this option soon to benefit mobile users.",2016-06-19 07:23:44
"Touch ID not working","https://itunes.apple.com/in/reviews/id169403793","VivInd","2.6","1","After enabling Touch ID on the latest version of the app, I can't login using Touch ID. Getting an error message saying 'General Exception'.",2016-06-19 07:16:30
"Nice","https://itunes.apple.com/in/reviews/id340844772","Gopirockzz","2.5.3","5","Awsm",2016-05-28 14:47:09
"Not enough features","https://itunes.apple.com/in/reviews/id460739132","(akbalboa)","2.5.1","1","It lacks features, not even moderately good enough. RTGS,NEFT, IMPS and many more plus you can't add a beneficiary. Only visa money transfer is available, there is a lot more. These are the basic functionalities provided by other banking apps.",2016-05-25 21:24:02
"Good app","https://itunes.apple.com/in/reviews/id266951668","PP2709","2.5.1","5","Easy and simple to use App.",2016-05-04 13:41:00
"Good app","https://itunes.apple.com/in/reviews/id357511958","GMU 16","2.5.1","5","Handy app banking",2016-04-21 11:49:26
"Great app","https://itunes.apple.com/in/reviews/id501641251","GMU2016","2.5.1","5","Superb app nice UI.. Overall very good..",2016-04-21 11:48:36
"Good app","https://itunes.apple.com/in/reviews/id196751234","Vino666@","2.5.1","4","Good simple app. But needs lots of improvements in transactions.",2016-03-29 20:23:51
"User420","https://itunes.apple.com/in/reviews/id482216878","Pappe420","2.5.1","5","This the first app which really works the way it is meant to be, easy and neat.",2016-02-28 07:50:54
"Good app","https://itunes.apple.com/in/reviews/id485198698","Mukesshh","2.4.2","5","Very good app",2015-12-30 04:47:43
"IPhone 6 Issue","https://itunes.apple.com/in/reviews/id162728218","Niranjan.bhupendra","2.4.2","2","App takes time to load while launch first time. Seems splash screen does not load for iPhone  6. Otherwise app works gr8. Please fix initial splash screen loading issue.",2015-11-03 13:30:15
"Crashing its not working at all now","https://itunes.apple.com/in/reviews/id435875804","Amit Mistry","2.4.2","1","Crashing on ios 6.1.3 iphone4 8 gb please do something bcoz it used to work earlier and then asked to update app since update this is not working tried uninstall and reinstall but no good
Please provide previous app",2015-09-20 17:01:09
"Strange visual","https://itunes.apple.com/in/reviews/id129251037","MH-IN","2.4.2","4","When app is launched a picture appears of a system with flashy eyes. Is it part of the app design? Looks like spy",2015-09-04 17:16:04
"Good App","https://itunes.apple.com/in/reviews/id359918613","MahanteshAmbole","2.4.2","5","I am using this from last two years, very good app works fine even in weak internet, easy to fund transfer, but limited features, payee name cannot add by app this feature should be required.",2015-08-29 05:50:39
"Crashes on iOS 6.2","https://itunes.apple.com/in/reviews/id353776299","Karthik's 6s","2.4.1","1","Crashes on iOS 6.2, please release update asap",2015-08-10 16:53:01
"Need Improvement","https://itunes.apple.com/in/reviews/id214713421","Yubarajroy","2.3","5","There are two stages where you need to introduce only Numeric Keypad not the whole keyboard.
1. Amount to be transferred 
2. OTP",2015-07-25 15:56:49
"Immediate crash","https://itunes.apple.com/in/reviews/id217534989","Mv0802","2.3","1","Plz fix ASAP o/w allow new upgrade with some quality check.",2015-02-08 07:06:43
"Fools paradise","https://itunes.apple.com/in/reviews/id171574076","Lazybrain","2.2","1","This app is really foolish like its developers. When I am driving car with app in the background this idiotic app recognize this as a run. I want to know what the developers of this app are smoking. Guys don't waste your time behind this. Maymywalk/mapmyrun app is much better and accurate",2015-01-28 09:40:23
"Less options","https://itunes.apple.com/in/reviews/id373753642","Ravikumar Gandhi","2.2","1","Should have following options
1. Last statement
2. Payment of credit card thro other banks
3. Reward points redeem options",2014-12-28 05:54:20
"Total waste","https://itunes.apple.com/in/reviews/id409841086","rajivgupta82","2.2","1","This app is a piece of crap.",2014-12-26 20:06:48
"Best in Class App","https://itunes.apple.com/in/reviews/id127664683","iKapilGupta","2.2","5","I have used many banking apps but this one is the BEST.",2014-10-08 14:17:38
"Shah","https://itunes.apple.com/in/reviews/id195043533","Suken shah","2.2","5","Great app",2014-08-09 01:35:58
"Boring app","https://itunes.apple.com/in/reviews/id363461592","AnkiTttttt1","2.2","1","Standard chartered app is still having too less options compared to other banks app. Long way to go.",2014-07-22 16:59:46
"Interface is user friendly","https://itunes.apple.com/in/reviews/id335845394","Papadragon17","2.1.1","4","NYC app,but it should have other bank cc payment option . Looking forward for a update.",2014-06-22 15:15:13
"Pls fix keyboard UI to ios 7.1 look","https://itunes.apple.com/in/reviews/id381122802","Meera Sankaran","2.1.1","3","Feels odd to use old style keyboard. App overall is top good.",2014-06-19 04:20:16
"Credit Card Payment","https://itunes.apple.com/in/reviews/id309704214","Pranay kumar","2.1.1","4","CC payment from the other banks should be given as one of the option.",2014-05-30 03:09:48
